#SampleID	B1007	B1008	B1009	B1010	B1011	B1012	B1013	B1014	B1015	B1016	B1017	B1018	B1019	B1020	B1021	B1022	B1025	B1026	B2007	B2008	B2009	B2010	B2011	B2012	B2013	B2014	B2015	B2016	B2017	B2018	B2019	B2020	B2021	B2022	B2023	B2024	B2025	B2026
B2012	0.7624190064794817	0.7484787018255578	0.7431818181818182	0.756385068762279	0.7549234135667396	0.7264705882352941	0.7349081364829396	0.7114914425427873	0.7474489795918368	0.7807881773399015	0.7551020408163265	0.7366863905325444	0.7935871743486974	0.7768595041322314	0.7519230769230769	0.7211740041928721	0.8039702233250621	0.7296037296037297	0.7062937062937062	0.6325966850828729	0.7090909090909091	0.6190476190476191	0.7004830917874396	0.0	0.6487179487179487	0.5833333333333334	0.6463768115942029	0.60625	0.6820388349514563	0.6036585365853658	0.7172413793103448	0.5719298245614035	0.6641604010025063	0.6280487804878049	0.646551724137931	0.5875	0.6854219948849105	0.6276041666666666
B2013	0.6847195357833655	0.7342657342657343	0.6773547094188377	0.7017543859649122	0.6719056974459725	0.7528868360277137	0.6940133037694013	0.7165991902834008	0.6943231441048034	0.7764227642276422	0.6868131868131868	0.7405660377358491	0.6821561338289963	0.7290909090909091	0.7186440677966102	0.6939890710382514	0.7468085106382979	0.7011952191235059	0.5577342047930284	0.6532438478747203	0.5638297872340425	0.6605744125326372	0.5407239819004525	0.6487179487179487	0.0	0.6262135922330098	0.5468354430379747	0.6311881188118812	0.565121412803532	0.6547619047619048	0.5480349344978166	0.6649350649350649	0.5046728971962616	0.6005025125628141	0.56575682382134	0.6231527093596059	0.535377358490566	0.6187363834422658
B2014	0.7407407407407407	0.7111984282907662	0.7186147186147186	0.7224334600760456	0.7359667359667359	0.7546174142480211	0.7654028436018957	0.7107061503416856	0.7350835322195705	0.7752293577981652	0.7422480620155039	0.726775956284153	0.7859848484848485	0.7504950495049505	0.7329650092081031	0.7199211045364892	0.7995391705069125	0.6876404494382022	0.6681614349775785	0.5567567567567567	0.6832971800433839	0.6596385542168675	0.7234513274336283	0.5833333333333334	0.6262135922330098	0.0	0.6542553191489362	0.5818713450292398	0.6832579185520362	0.5510204081632653	0.6821192052980133	0.5841269841269842	0.6697674418604651	0.6028571428571429	0.6436170212765957	0.6246498599439776	0.6864608076009501	0.5707070707070707
B2015	0.70020964360587	0.7680890538033395	0.7152034261241971	0.7360594795539034	0.6781115879828327	0.7660668380462725	0.6873449131513648	0.7216035634743875	0.7004830917874396	0.7765237020316027	0.6780684104627767	0.7493403693931399	0.7071713147410359	0.7346534653465346	0.73224043715847	0.7066929133858267	0.7611241217798594	0.6989010989010989	0.6160919540229886	0.6683046683046683	0.6148648648648649	0.6831395348837209	0.573170731707317	0.6463768115942029	0.5468354430379747	0.6542553191489362	0.0	0.5751445086705202	0.5286783042394015	0.6675461741424802	0.5697399527186762	0.6647058823529411	0.5956416464891041	0.6270718232044199	0.5490196078431373	0.6253443526170799	0.5503875968992248	0.6398104265402843
B2016	0.7468619246861925	0.7292490118577075	0.7385620915032679	0.7178988326848249	0.7313432835820896	0.7355371900826446	0.7236180904522613	0.6738609112709832	0.7139303482587065	0.7712264150943396	0.7305389221556886	0.7239436619718309	0.7710371819960861	0.7540322580645161	0.7142857142857143	0.7099391480730223	0.7669902912621359	0.6782407407407407	0.7117516629711752	0.6143617021276596	0.6973684210526315	0.6625386996904025	0.7064220183486238	0.60625	0.6311881188118812	0.5818713450292398	0.5751445086705202	0.0	0.6354916067146283	0.5722713864306784	0.6757369614512472	0.6077170418006431	0.6464891041162227	0.6	0.6420765027322405	0.5982404692082112	0.6533665835411472	0.5710594315245479
B2017	0.6793168880455408	0.7414965986394558	0.689922480620155	0.7098976109215017	0.6404715127701375	0.756152125279642	0.6876355748373102	0.7179487179487181	0.6652173913043479	0.7615230460921844	0.6169811320754717	0.7327188940092166	0.6423220973782772	0.7117117117117117	0.6870748299319728	0.6840215439856373	0.7289915966386554	0.6772277227722773	0.5904365904365905	0.6652267818574514	0.5781893004115226	0.7066014669926651	0.5692640692640693	0.6820388349514563	0.565121412803532	0.6832579185520362	0.5286783042394015	0.6354916067146283	0.0	0.6612903225806451	0.6045081967213115	0.7290167865707434	0.6042553191489362	0.6674418604651163	0.5890736342042755	0.6438679245283019	0.5685393258426966	0.6430062630480167
B2018	0.7828685258964143	0.7330754352030948	0.7452229299363057	0.750465549348231	0.7561475409836066	0.7473404255319149	0.7559808612440191	0.7070938215102975	0.7611241217798594	0.7941176470588235	0.7269155206286837	0.726027397260274	0.7969924812030075	0.7837837837837838	0.7486338797814208	0.746615087040619	0.8073394495412844	0.7044444444444444	0.7219827586206896	0.6155844155844156	0.7161016949152542	0.6504559270516718	0.7312775330396476	0.6036585365853658	0.6547619047619048	0.5510204081632653	0.6675461741424802	0.5722713864306784	0.6612903225806451	0.0	0.7099567099567099	0.6307692307692307	0.6751740139211136	0.6368715083798883	0.6605263157894737	0.5797101449275363	0.7132867132867133	0.6014851485148515
B2019	0.6906077348066298	0.7437603993344426	0.6711538461538461	0.6998313659359191	0.7027522935779816	0.7876857749469215	0.71900826446281	0.7730627306273062	0.7344064386317908	0.7850287907869482	0.7081174438687392	0.7744034707158352	0.6902654867256637	0.7348353552859619	0.7265372168284789	0.6991304347826087	0.7747035573122529	0.6990476190476189	0.5740740740740741	0.6673684210526316	0.5794768611670021	0.6985645933014354	0.55863539445629	0.7172413793103448	0.5480349344978166	0.6821192052980133	0.5697399527186762	0.6757369614512472	0.6045081967213115	0.7099567099567099	0.0	0.6930455635491607	0.5813953488372093	0.6482758620689655	0.6127562642369021	0.6800894854586129	0.5607064017660044	0.6646586345381527
B2020	0.7772925764192141	0.7364016736401674	0.7412587412587412	0.7474747474747475	0.756152125279642	0.7537091988130564	0.7493333333333333	0.7213930348258707	0.7519582245430809	0.8039702233250621	0.7665289256198347	0.7261538461538461	0.8125	0.7707006369426752	0.7674418604651163	0.7510460251046025	0.794344473007712	0.7087378640776699	0.7002398081534772	0.5906432748538012	0.7062937062937062	0.6014234875444839	0.7288135593220338	0.5719298245614035	0.6649350649350649	0.5841269841269842	0.6647058823529411	0.6077170418006431	0.7290167865707434	0.6307692307692307	0.6930455635491607	0.0	0.6700767263427111	0.5765472312703583	0.6686046511627907	0.597444089456869	0.7120822622107971	0.5956284153005464
B2021	0.6756756756756757	0.7348353552859619	0.657258064516129	0.7115716753022453	0.6833976833976834	0.7562642369020501	0.6748329621380846	0.7225548902195609	0.7121535181236673	0.7791164658634538	0.6925858951175407	0.7353629976580797	0.6880733944954128	0.7111517367458866	0.7128378378378378	0.6685082872928176	0.75	0.7098039215686275	0.5787234042553191	0.6518847006651884	0.5479744136460555	0.6623711340206185	0.5847826086956521	0.6641604010025063	0.5046728971962616	0.6697674418604651	0.5956416464891041	0.6464891041162227	0.6042553191489362	0.6751740139211136	0.5813953488372093	0.6700767263427111	0.0	0.5854271356783921	0.5508684863523573	0.6117936117936118	0.5652173913043478	0.6324786324786325
B2022	0.7358490566037735	0.7111553784860558	0.6928251121076233	0.6974459724950884	0.7200854700854701	0.7587131367292225	0.7037974683544304	0.7076566125290024	0.7230392156862745	0.7819025522041764	0.7426326129666012	0.7234636871508381	0.7385229540918163	0.7408906882591093	0.7402597402597403	0.7276341948310139	0.7602905569007264	0.6658932714617171	0.6395348837209303	0.5849056603773585	0.6470588235294118	0.6025641025641025	0.6821345707656613	0.6280487804878049	0.6005025125628141	0.6028571428571429	0.6270718232044199	0.6	0.6674418604651163	0.6368715083798883	0.6482758620689655	0.5765472312703583	0.5854271356783921	0.0	0.6198347107438017	0.5349544072948328	0.6567901234567901	0.5754475703324808
B2023	0.7080745341614907	0.7467166979362101	0.6812227074235808	0.7286245353159851	0.6892177589852009	0.7493540051679587	0.7063106796116505	0.7126948775055679	0.7216981132075472	0.7839643652561247	0.708984375	0.7354497354497355	0.7145669291338582	0.7317554240631163	0.7226277372262774	0.7039215686274509	0.7775229357798165	0.7043478260869566	0.6227272727272727	0.6451612903225806	0.6274944567627494	0.6637426900584795	0.5772946859903382	0.646551724137931	0.56575682382134	0.6436170212765957	0.5490196078431373	0.6420765027322405	0.5890736342042755	0.6605263157894737	0.6127562642369021	0.6686046511627907	0.5508684863523573	0.6198347107438017	0.0	0.5420289855072464	0.5659898477157359	0.6004842615012107
B2024	0.7263157894736842	0.7123015873015873	0.7057522123893806	0.7112403100775194	0.7019438444924406	0.7466307277628033	0.702020202020202	0.6939252336448598	0.7086419753086419	0.7800925925925926	0.7185628742514971	0.7320441988950276	0.7519685039370079	0.7317073170731707	0.7247191011235955	0.7056451612903226	0.7848699763593381	0.6796338672768879	0.662870159453303	0.5795148247978437	0.6666666666666666	0.6095238095238096	0.6836027713625866	0.5875	0.6231527093596059	0.6246498599439776	0.6253443526170799	0.5982404692082112	0.6438679245283019	0.5797101449275363	0.6800894854586129	0.597444089456869	0.6117936117936118	0.5349544072948328	0.5420289855072464	0.0	0.6551724137931034	0.5703324808184144
B2025	0.6739562624254473	0.7677642980935875	0.6741803278688525	0.7443868739205527	0.6792828685258964	0.7829099307159353	0.6909090909090909	0.7479838709677419	0.7086092715231788	0.7729166666666667	0.6841121495327103	0.7475961538461539	0.6615384615384615	0.7249070631970258	0.7277397260273972	0.6938775510204082	0.7478260869565218	0.7142857142857143	0.6102783725910065	0.7054945054945055	0.5944798301486199	0.6979166666666666	0.5302325581395348	0.6854219948849105	0.535377358490566	0.6864608076009501	0.5503875968992248	0.6533665835411472	0.5685393258426966	0.7132867132867133	0.5607064017660044	0.7120822622107971	0.5652173913043478	0.6567901234567901	0.5659898477157359	0.6551724137931034	0.0	0.6291390728476821
B2026	0.7476979742173112	0.6907775768535263	0.7007874015748031	0.6971830985915493	0.7	0.7557603686635944	0.7306034482758621	0.7034764826175869	0.7357293868921776	0.7638603696098563	0.7173524150268337	0.7285714285714285	0.7271095152603232	0.7290909090909091	0.7010309278350515	0.7034358047016275	0.7703549060542797	0.6720977596741344	0.6572008113590264	0.5934579439252337	0.6607142857142857	0.6879795396419437	0.6728395061728395	0.6276041666666666	0.6187363834422658	0.5707070707070707	0.6398104265402843	0.5710594315245479	0.6430062630480167	0.6014851485148515	0.6646586345381527	0.5956284153005464	0.6324786324786325	0.5754475703324808	0.6004842615012107	0.5703324808184144	0.6291390728476821	0.0
